blockchain,version,block_time,entrypoint_contract,tx_hash,sender,userop_hash,success,paymaster,op_fee,op_fee_usd,bundler,tx_to,gas_symbol,tx_fee,tx_fee_usd,beneficiary
gnosis,v0.6,2023-05-27T17:12:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x19e33f1715919bb66c6cb358fd98534d27bb5da04b51d2916fe8b86951ae3c2b,0xabdaf756d6011742865c24cda709cf43f4f2e7c2,0xdb8cc210512c57aa2d1514ff8bbe9ee69124b5fe4b349ba3c5f052e126846955,TRUE,0x0000000000000000000000000000000000000000,0.000758358,0.0007584982997696588,0x4337003fcd2f56de3977ccb806383e9161628d0e,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,DAI,0.000498098,0.00049819,0x4337003fcd2f56de3977ccb806383e9161628d0e
gnosis,v0.6,2023-05-07T17:21:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x77c4dd56cdd6dcb2cf7a0467e1164bda946d370ddc161579bf3af8431d5505d7,0xf48bbf990d5049a2ce0375fc166f65d2582627f3,0x926f787b6a99082ee0ff336462b32d64431fe8b4c7c8a028e0dbc9c5a28c0a97,TRUE,0x3b912be0270b59143985cc5c6aab452d99e2b4bb,0.00091377,0.00091538,0x4337003fcd2f56de3977ccb806383e9161628d0e,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,DAI,0.000100033,0.00010020925884746481,0x4337003fcd2f56de3977ccb806383e9161628d0e
optimism,v0.5,2023-03-20T17:24:00Z,0x0576a174d229e3cfa37253523e645a78a0c91b57,0x46febfaf56e70c1e39c2bf933a9bd95f8743527760f8a524dc4623df6b9c54fb,0xbaa3a5e82f2ef0e3316d330128bf336683b6a868,0x6fc1586ca1e3af23acec14e6d8a855354eda52b0ecad5e8a54f532c598547616,TRUE,0x0000000000000000000000000000000000000000,0.000000157,0.000276371,0xbdbc5fbc9ca8c3f514d073ec3de840ac84fc6d31,0x0576a174d229e3cfa37253523e645a78a0c91b57,ETH,0.000000145,0.000255743,0xbdbc5fbc9ca8c3f514d073ec3de840ac84fc6d31
optimism,v0.5,2023-03-17T12:48:00Z,0x0576a174d229e3cfa37253523e645a78a0c91b57,0x42d7cb9147b5dc4cf8548a404a3b02e1caec19ef70c2219d21f7bfd7427d6eb7,0xbaa3a5e82f2ef0e3316d330128bf336683b6a868,0x66905da96e89a36d092587d2e99dbcd57180ad902c0bd7018c49723d73039330,TRUE,0x0000000000000000000000000000000000000000,0.000000435,0.000755636,0xbdbc5fbc9ca8c3f514d073ec3de840ac84fc6d31,0x0576a174d229e3cfa37253523e645a78a0c91b57,ETH,0.00000041,0.000711615,0xbdbc5fbc9ca8c3f514d073ec3de840ac84fc6d31
optimism,v0.5,2023-03-17T17:15:00Z,0x0576a174d229e3cfa37253523e645a78a0c91b57,0x08907faf9ef6d73309f65c7e863e41f4d82c41644a3c3e672bf00f0a66f63da6,0xbaa3a5e82f2ef0e3316d330128bf336683b6a868,0x3f13f60997bc01eff1e0b42f2fe7cbd9334ba053faa96a9cd1496fd29f1be9a5,TRUE,0x0000000000000000000000000000000000000000,0.000000132,0.000228177,0xbdbc5fbc9ca8c3f514d073ec3de840ac84fc6d31,0x0576a174d229e3cfa37253523e645a78a0c91b57,ETH,0.00000012,0.000206987,0xbdbc5fbc9ca8c3f514d073ec3de840ac84fc6d31
optimism,v0.6,2023-04-28T17:35:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0xc504c87028c5bd638788965e1576e79a851c865708de1cb222f970ee158013a3,0xc5ae4d8eab4d3eb1e9f56abef00cc294b831c080,0x08f0b8db7bdb2092778c7a6f1887dfc51fdd333c56a0951c9526ccabe75c00d1,TRUE,0x0000000000000000000000000000000000000000,0.000368925,0.696983694,0x3cfdc212769c890907bce93d3d8c2c53de6a7a89,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,ETH,0.000000136,0.000256006,0x3cfdc212769c890907bce93d3d8c2c53de6a7a89
optimism,v0.6,2023-05-18T14:58:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x8e6a1ffc655a75bd8e726c59096c5f8a40ba7eec13be738e5ff87b77994dec3e,0x0cd06dcfb1c95705e8f3437be2d77ca0617aa366,0x8786e6d0ce20f680d90a47f04cc2fa6588d12e2e7be9cec97172e3da3488fba4,TRUE,0x0000000000000000000000000000000000000000,0.000634137,1.1516812598936041,0x3cfdc212769c890907bce93d3d8c2c53de6a7a89,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,ETH,0.000000162,0.00029475255775691044,0x3cfdc212769c890907bce93d3d8c2c53de6a7a89
optimism,v0.6,2023-06-09T12:12:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x26c4e7dfa6b6484bed4990b1264c48e475251f088193256a70a0f90f1d40a0ea,0x7a88a206ba40b37a8c07a2b5688cf8b287318b63,0xcd1d02e616d4cc7f9dfc7cc2b2d82f571c324601bdfe5c97f489442df5b0c859,TRUE,0x0000000000000000000000000000000000000000,0.000099229,0.1831291647694712,0x2c929c7e5bb90ffa05c1d156ab6864523597b1be,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,ETH,7.08693E-12,0.000000013,0x2c929c7e5bb90ffa05c1d156ab6864523597b1be
polygon,v0.5,2023-05-22T08:38:00Z,0x0576a174d229e3cfa37253523e645a78a0c91b57,0xb44ef63fa67c22b431bf2c800a26d6d883ed28eb4bfa6dd270f89f957e41ed21,0xb32c736c542a02de9d85b8ad9109ef38d2fc5fa3,0xbb70adbd660fdf1ab28134e17b00e9402a30c4c2459280971814b3bb68e4399b,FALSE,0x1580f89f941c24b9737448e30a5bd35e41f4d186,0.037776049396163025,0.032667632012369295,0x2e4621e682272680aeab78f48fc0099ced79e7d6,0x0576a174d229e3cfa37253523e645a78a0c91b57,MATIC,0.04555172264654246,0.03939180874477317,0x2e4621e682272680aeab78f48fc0099ced79e7d6
polygon,v0.5,2023-04-19T10:17:00Z,0x0576a174d229e3cfa37253523e645a78a0c91b57,0xe00a3a018ecd291d111aed5d415ecd135507858caa27d57752b8c7db610d8df4,0xfe67e10bc81d3c1a3d5625653cddd4696f7b2817,0x3d788218486ad5a48abfe463d807861d14cf4d4899ff9fdcf94cbad4ec6831ce,TRUE,0x3e48aeef02c628693a6350bff8b6ebc106b1ada4,0.08068219190363632,0.089479616744425,0xf750f660fa94c74bab125090ba8436fbf05d4b46,0x0576a174d229e3cfa37253523e645a78a0c91b57,MATIC,0.061020344212771034,0.06767388050504317,0xf750f660fa94c74bab125090ba8436fbf05d4b46
polygon,v0.5,2023-05-05T02:08:00Z,0x0576a174d229e3cfa37253523e645a78a0c91b57,0x73178e0a4fddf11008879a9ee64af617a0d702b010c2eb62c8100981fda57b96,0x6de1bbf057846cdfc5b41aedcfb2aa84762c8a82,0xb25729d1f238239121eeecc79415598385ccca485d8284960982775363fcdffb,TRUE,0x1580f89f941c24b9737448e30a5bd35e41f4d186,0.11350999289088286,0.11169292492468562,0x2e4621e682272680aeab78f48fc0099ced79e7d6,0x0576a174d229e3cfa37253523e645a78a0c91b57,MATIC,0.22951262558468483,0.2258385874743252,0x2e4621e682272680aeab78f48fc0099ced79e7d6
polygon,v0.6,2023-05-25T02:15:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0xb2a18a4c05ea8156dad5f17c7edf9b5d378645a65358c8359916b5de35736a32,0x155ff8cbf517d50ba67b634684ef1188b65d7055,0x26df98cb184ff7e1a1bc7d82700e954bf496d4a5e81bdae8641674b7284f9db0,TRUE,0x000031dd6d9d3a133e663660b959162870d755d4,0.05605291482963565,0.048536667374300145,0x80213f829c8543eda6b1f0f303e94b8e504b53d8,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,MATIC,0.06978806566749214,0.06043004436600679,0x80213f829c8543eda6b1f0f303e94b8e504b53d8
polygon,v0.6,2023-04-19T13:24:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x51be1c8f96b69eabe88c1810ef57a8b13425b4b398017d798e403b94b88de3ff,0x9cc1aa3f4e0579d460be7266836d617c7858e0b8,0xc118ec132e2f62d1bee9744474cfec156e180876bbe06d7f8426ab88df3f6d6f,TRUE,0x000031dd6d9d3a133e663660b959162870d755d4,0.09390798386169427,0.10454869751306285,0x85ea2ed4e0ef2121b02a05c2da5ce5f4a7d6548d,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,MATIC,0.10508348246455156,0.11699049186260989,0x85ea2ed4e0ef2121b02a05c2da5ce5f4a7d6548d
polygon,v0.6,2023-06-10T09:01:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0xb0054d8c4e802af866426facc9043cf8ed1a140eaca277ddb85d8f352b85845a,0x88547a9d8571bcfa80c8430f02e0ddc2f4ec3205,0x330e4efd04c2be6e18e76a6d1b1ab2dae62d22339700e454baab04e0b512f12a,TRUE,0x000031dd6d9d3a133e663660b959162870d755d4,0.09275144366042928,0.054921376091868285,0x6dcdd525084aef7ba3819ba819b3fbba0bf9af2e,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,MATIC,0.10672515415558224,0.06319569915591569,0x6dcdd525084aef7ba3819ba819b3fbba0bf9af2e
base,v0.6,2023-08-01T00:00:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x0029eb70d3ae7306621da4921c814c354aabf96ebd38af26f6f4bec5eb0d676b,0xae91c025bb828378c173805ff47a71d372a373af,0x60ea387bc722189eb2a52af37a7e079ddb769fe6ea9f199a46f1bb3b0833f6f3,TRUE,0x0000000000000000000000000000000000000000,0.00001091,0.019992576093093985,0x4337003fcd2f56de3977ccb806383e9161628d0e,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,ETH,0.000104883,0.1922027238981555,0x4337003fcd2f56de3977ccb806383e9161628d0e
base,v0.6,2023-08-01T00:00:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x00321fd10d37d2f63cbe43435737736e903b09ceb50574c9fc03edc26dbc7402,0x364349db9dfff290e37bf7f9d68e0f117539a595,0x83ccc8a78f9a0f9072cee50ffd8c93a2be08c9765fc3f6f92c0e20a0c489f581,TRUE,0x0000000000000000000000000000000000000000,0.00009402,0.17235961396293842,0x8f508cef7c94883655751408b9ba80c94937288b,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,ETH,0.000081315,0.14906865889201698,0x8f508cef7c94883655751408b9ba80c94937288b
base,v0.6,2023-08-01T00:00:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x004e809885e9ec1a869b5723da3b6b0ebb6b0e6f231091d8b8949992f486d35e,0xa80fb660af2b524b4a3e0c3de3978080d314ecf6,0x0c1d6cf2b88bd1da1937bb167843fd4a6e65fefde90f81f5d93b6ab450a5d091,TRUE,0x0000000000000000000000000000000000000000,0.000095679,0.1752850209874327,0x9831d6f598729bf41055a0af96396cea91eab18b,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,ETH,0.000083398,0.15278674135057682,0x9831d6f598729bf41055a0af96396cea91eab18b
bnb,v0.6,2023-06-01T00:00:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0xcbf25d95333f79ffee765650997921a3c66a1915630a7296a30f33d9120de179,0x036ecdd444d39590bbeedbec3502a0465ad49fd2,0x657106ef2a801f785b53eab08de946795ccb66baee4ea80fc9db6afdd0fa4dd0,TRUE,0xe93eca6595fe94091dc1af46aac2a8b5d7990770,0.000901818,0.252112232,0xb04fb4f8be32257167ff98e6c56b71e616d353ad,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,BNB,0.000890492,0.24894605534400002,0xb04fb4f8be32257167ff98e6c56b71e616d353ad
bnb,v0.6,2023-06-01T00:00:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0xe82b8a0303f630a49cd300a5d7bf9e7c4f8fd7f95b6981bff59f72528e88e9ff,0x036ecdd444d39590bbeedbec3502a0465ad49fd2,0xb5b9b58242e9e6a4aaf4f3d0ca775eb1e0ec317a927762df5fee63440de3086e,TRUE,0xe93eca6595fe94091dc1af46aac2a8b5d7990770,0.00050052,0.139925354,0x25df024637d4e56c1ae9563987bf3e92c9f534c0,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,BNB,0.000456876,0.127724255,0x25df024637d4e56c1ae9563987bf3e92c9f534c0
bnb,v0.6,2023-06-01T00:00:00Z,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0xc6a7c75afbb3a0e3003a5424b5a7909dad3aa0bd293d851e96a61e8bfe6d776a,0x1923cea4df962ec1b1f3a9d5009d6de258a79184,0xdbf039ea1d787cbf8ef0332dd51797471d90d08501bb431e38e468f8bbbacf46,FALSE,0x0000000000000000000000000000000000000000,0,0,0x67b4a9832dfbec071319e492f70e582ee316afc0,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,BNB,0.003985245,1.1261903845499999,0x67b4a9832dfbec071319e492f70e582ee316afc0
celo,v0.6,2023-12-07 19:08:56.000 UTC,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x8c49e96dd5759002193f258f7aec0a9ee2614530740911f6f83962a88e693f3a,0x657796303e7653e418fa31d5996262bfbd5267a7,0x1d52df9ba43da6c860fa03d5c1505266c8a7ad02a035b6f893fbf4d0ed526bf1,true,0xe3dc822d77f8ca7ac74c30b0dffea9fcdcaaa321,0.0017276054,0.0010286646281111999,0x4337005db25dbad41da5692ba1188751ee5d98b6,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,CELO,0.002153985,0.00128254298058,0x4337005db25dbad41da5692ba1188751ee5d98b6
celo,v0.6,2023-12-07 18:53:41.000 UTC,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0x4d24e4d7dcb290ec16a68e1ea1ef0d787091e508cfed29d8c4e392ae42e2be28,0x657796303e7653e418fa31d5996262bfbd5267a7,0x1023c6353bf6366bf676eac6377469011f96aaf020cc1babd1529ff99a81531c,true,0xe3dc822d77f8ca7ac74c30b0dffea9fcdcaaa321,0.0052357276,0.0031100064872172,0x4337001fff419768e088ce247456c1b892888084,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,CELO,0.00646692,0.00384133107924,0x4337001fff419768e088ce247456c1b892888084
celo,v0.6,2023-12-07 02:19:41.000 UTC,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0xe7b1c2718cc7848b0bd9fab24328c938ff3a824cc6f59db5f9eeb3a426cb7678,0x33d03b146a46811361371a45d43a5e04cb2ed8dd,0x95b0e75242a11f16fb7bdbc9789fd2135689d1b02b75277de094362e3005b23b,true,0xe3dc822d77f8ca7ac74c30b0dffea9fcdcaaa321,0.0072390164,0.0041421941401456,0x4337001fff419768e088ce247456c1b892888084,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,CELO,0.008931135,0.0051104311715400004,0x4337001fff419768e088ce247456c1b892888084
